config_id,config_name,feature_set,feature_count,train_size,test_size,mae,rmse,r2,high_risk_threshold,high_risk_precision,high_risk_recall,high_risk_f1,high_risk_accuracy
raw_all,Raw all,raw_all,65,1058,265,1.1400385749895967,1.5435011379981736,0.9966955395431811,80.0,1.0,1.0,1.0,1.0
raw_clean,Raw cleaned,raw_clean,40,1058,265,1.1366562652655912,1.519926771737901,0.9967957087748297,80.0,1.0,1.0,1.0,1.0
consistency_only,Consistency only,consistency_all,38,1058,265,1.1034959188401874,1.4734168497415974,0.9969888116930227,80.0,1.0,1.0,1.0,1.0
raw_all_plus_consistency,Raw all + Consistency,raw_all_plus_consistency,103,1058,265,1.1077162575058361,1.5008415684956673,0.9968756739441753,80.0,1.0,1.0,1.0,1.0
raw_clean_plus_consistency,Raw cleaned + Consistency,raw_clean_plus_consistency,78,1058,265,1.1068792607599898,1.4956996497308226,0.9968970453021155,80.0,1.0,1.0,1.0,1.0
native_web_consistency,Native-Web consistency,native_web_consistency,18,1058,265,1.437579022196445,2.7451751316908912,0.9895473414656049,80.0,1.0,1.0,1.0,1.0
native_webview_consistency,Native-WebView consistency,native_webview_consistency,8,1058,265,2.4792924435732955,4.590678303633828,0.970769222201893,80.0,1.0,1.0,1.0,1.0
webview_web_consistency,WebView-Web consistency,webview_web_consistency,5,1058,265,8.078658786067422,10.513578552781784,0.8466838944608437,80.0,1.0,1.0,1.0,1.0
tri_layer_semantic,Tri-layer semantic,tri_layer_semantic,7,1058,265,1.110859501865403,1.4690192919672749,0.997006759246306,80.0,1.0,1.0,1.0,1.0
